Order ID,Order Date,Ship Mode,Customer Name,Segment,Country,City,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
US-2016-100839,10/13/2016,Standard Class,Noah Childs,Corporate,United States,Aurora,West,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",24.96,3,0.2,4.368
CA-2017-118857,4/15/2017,First Class,Adam Hart,Corporate,United States,Henderson,West,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",196.45,5,0.0,70.722
CA-2014-116932,7/21/2014,Standard Class,Michelle Ellison,Corporate,United States,San Francisco,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,0.2,50.098
CA-2014-116932,7/21/2014,Standard Class,Michelle Ellison,Corporate,United States,San Francisco,West,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",272.848,1,0.2,27.2848
CA-2017-142888,11/21/2017,Standard Class,Benjamin Patterson,Consumer,United States,Spokane,West,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,70.98,1,0.0,20.5842
US-2016-112977,3/10/2016,Standard Class,Caroline Jumper,Consumer,United States,Long Beach,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,176.784,1,0.2,-22.098
CA-2017-118885,12/29/2017,Standard Class,James Galang,Consumer,United States,Los Angeles,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",393.568,4,0.2,-44.2764
CA-2015-109512,3/5/2015,Same Day,Luke Foster,Consumer,United States,New York City,East,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",383.607,7,0.1,63.9345
CA-2016-147578,4/22/2016,Second Class,Paul Gonzalez,Consumer,United States,San Francisco,West,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3,0.0,10.4148
CA-2014-142587,10/21/2014,First Class,Tracy Blumstein,Consumer,United States,Fairfield,East,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",409.59,3,0.4,-122.877
CA-2014-169775,8/29/2014,Second Class,Ryan Akin,Consumer,United States,Miami,South,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,174.0585,3,0.45,-110.7645
CA-2017-167094,10/21/2017,First Class,Damala Kotsonis,Corporate,United States,Springfield,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,478.48,2,0.2,47.848
CA-2015-157959,2/3/2015,First Class,Rick Wilson,Corporate,United States,Los Angeles,West,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,4,0.0,41.076
CA-2017-105886,12/18/2017,Standard Class,Duane Benoit,Consumer,United States,Oceanside,East,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",18.96,2,0.0,8.532
US-2017-111423,8/17/2017,First Class,Edward Hooks,Corporate,United States,Watertown,East,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,462.564,2,0.1,97.6524
CA-2017-161200,8/6/2017,Second Class,Seth Vernon,Consumer,United States,Lafayette,South,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,145.74,3,0.0,23.3184
CA-2017-161200,8/6/2017,Second Class,Seth Vernon,Consumer,United States,Lafayette,South,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,15.4,5,0.0,7.392
CA-2015-141768,5/25/2015,Second Class,Nora Pelletier,Home Office,United States,San Francisco,West,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0.0,4.8609
CA-2016-112109,7/8/2016,Standard Class,Joe Elijah,Consumer,United States,Broomfield,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.574
CA-2017-157987,9/2/2017,Standard Class,Ann Chong,Corporate,United States,New York City,East,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,11.54,2,0.0,3.462
CA-2017-157987,9/2/2017,Standard Class,Ann Chong,Corporate,United States,New York City,East,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,254.526,1,0.4,-93.3262
CA-2017-157987,9/2/2017,Standard Class,Ann Chong,Corporate,United States,New York City,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1282.41,5,0.1,213.735
CA-2014-110408,10/18/2014,Second Class,Alan Schoenberger,Corporate,United States,Montgomery,South,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",545.88,6,0.0,70.9644
CA-2016-112669,4/14/2016,Same Day,Kean Takahito,Consumer,United States,Glendale,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.536,4,0.2,105.0228
CA-2014-164721,11/25/2014,Second Class,Laurel Workman,Corporate,United States,Brentwood,West,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,23.88,3,0.0,10.5072
CA-2015-127509,11/9/2015,Standard Class,Adam Shillingsburg,Consumer,United States,Springfield,Central,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,1024.38,7,0.0,215.1198
US-2017-147221,12/2/2017,Second Class,Joy Smith,Consumer,United States,Houston,Central,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,8.752,4,0.6,-3.7196
CA-2017-163510,12/25/2017,Second Class,Joni Wasserman,Consumer,United States,Louisville,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",304.45,5,0.0,76.1125
CA-2017-165386,8/3/2017,First Class,Charlotte Melton,Consumer,United States,Chicago,Central,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",183.372,2,0.3,-36.6744
CA-2016-145905,9/18/2016,Standard Class,Anne McFarland,Consumer,United States,Auburn,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,1,0.0,84.2352
CA-2016-168354,9/19/2016,First Class,Rick Huthwaite,Home Office,United States,Providence,East,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4,0.0,244.2496
CA-2015-114237,3/13/2015,First Class,Marc Crier,Consumer,United States,Seattle,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2,0.0,39.7488
CA-2017-162481,9/25/2017,Standard Class,Carol Triggs,Consumer,United States,Rochester,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",269.97,3,0.0,51.2943
CA-2015-122287,6/18/2015,Standard Class,Skye Norling,Home Office,United States,Peoria,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,75.36,5,0.2,20.724
CA-2015-142237,7/11/2015,First Class,Clytie Kelty,Consumer,United States,Philadelphia,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",289.8,7,0.2,36.225
CA-2015-142237,7/11/2015,First Class,Clytie Kelty,Consumer,United States,Philadelphia,East,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,341.488,8,0.3,-73.176
CA-2015-142237,7/11/2015,First Class,Clytie Kelty,Consumer,United States,Philadelphia,East,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",25.344,6,0.2,3.4848
CA-2016-136434,12/1/2016,Standard Class,Rick Duston,Consumer,United States,Richmond,Central,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.31,3,0.0,5.193
CA-2017-120376,12/22/2017,First Class,Theone Pippenger,Consumer,United States,Detroit,Central,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,1586.69,7,0.0,412.5394
CA-2017-120376,12/22/2017,First Class,Theone Pippenger,Consumer,United States,Detroit,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8,2,0.0,70.006
CA-2014-106439,10/31/2014,Standard Class,Greg Guthrie,Corporate,United States,Los Angeles,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,146.352,3,0.2,-9.147
CA-2015-133452,4/13/2015,Standard Class,Zuschuss Carroll,Consumer,United States,Pomona,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,710.832,3,0.2,-97.7394
US-2017-110996,11/20/2017,Standard Class,Kelly Andreada,Consumer,United States,Ontario,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,283.92,5,0.2,-46.137
CA-2014-131051,12/1/2014,Standard Class,Toby Ritter,Consumer,United States,San Francisco,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.2,3,0.0,28.518
CA-2015-120103,12/24/2015,Standard Class,Maribeth Schnelling,Consumer,United States,Phoenix,West,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,7.712,2,0.2,1.7352
CA-2017-166142,7/15/2017,Standard Class,Magdelene Morse,Consumer,United States,Wilmington,East,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,310.443,3,0.3,-48.7839
CA-2014-145926,11/17/2014,Standard Class,Mark Packer,Home Office,United States,Moorhead,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,479.9,5,0.0,81.583
CA-2014-123295,7/18/2014,Same Day,Adrian Hane,Home Office,United States,Tucson,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,259.136,4,0.2,-25.9136
CA-2015-164882,10/31/2015,Same Day,Sandra Glassco,Consumer,United States,Redlands,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",323.136,4,0.2,20.196
CA-2015-164882,10/31/2015,Same Day,Sandra Glassco,Consumer,United States,Redlands,West,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,425.833,1,0.15,20.0392
CA-2015-159786,10/12/2015,Second Class,Ralph Kennedy,Consumer,United States,Rochester,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",209.67,1,0.4,-13.978
CA-2017-158246,11/9/2017,First Class,Jennifer Braxton,Corporate,United States,Sunnyvale,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",215.976,3,0.2,-2.6997
CA-2017-167381,9/22/2017,Second Class,Erica Hernandez,Home Office,United States,Lansing,Central,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,241.96,2,0.0,41.1332
CA-2015-134859,10/4/2015,Standard Class,Julie Kriz,Home Office,United States,Philadelphia,East,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",64.944,3,0.2,6.4944
US-2014-114188,5/20/2014,Second Class,Randy Ferguson,Corporate,United States,Dover,East,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,139.86,7,0.0,60.1398
CA-2015-156377,12/31/2015,Standard Class,Trudy Brown,Consumer,United States,Grand Prairie,Central,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,5,0.6,-11.439
CA-2014-159520,6/6/2014,Standard Class,Grant Thornton,Corporate,United States,Long Beach,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",991.764,3,0.4,-347.1174
US-2016-152051,6/25/2016,Standard Class,Theresa Swint,Corporate,United States,York,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",422.058,3,0.3,-18.0882
CA-2014-141607,12/12/2014,Standard Class,William Brown,Consumer,United States,Concord,West,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,1,0.0,4.331
US-2017-139969,11/19/2017,Standard Class,Art Ferguson,Consumer,United States,College Station,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,233.058,3,0.3,-53.2704
US-2016-120460,4/30/2016,Standard Class,Ben Ferrer,Home Office,United States,Dallas,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.608,3,0.6,-10.1736
CA-2016-141019,5/14/2016,Same Day,Logan Haushalter,Consumer,United States,Cincinnati,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.384,1,0.2,29.769
CA-2016-154018,10/13/2016,Standard Class,Helen Andreada,Consumer,United States,Laredo,Central,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",139.92,5,0.6,-150.414
US-2017-137491,11/19/2017,Standard Class,Linda Cazamias,Corporate,United States,San Angelo,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",305.312,2,0.3,-8.7232
CA-2016-128818,5/7/2016,Standard Class,Caroline Jumper,Consumer,United States,New York City,East,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,442.764,4,0.1,59.0352
CA-2016-128818,5/7/2016,Standard Class,Caroline Jumper,Consumer,United States,New York City,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,63.68,8,0.0,28.0192
CA-2017-143063,8/10/2017,Standard Class,Ivan Liston,Consumer,United States,Columbus,Central,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",121.3,2,0.0,25.473
US-2014-165659,6/1/2014,Standard Class,Liz Thompson,Consumer,United States,Little Rock,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,22.2,6,0.0,9.102
CA-2015-138002,9/6/2015,Standard Class,Beth Thompson,Home Office,United States,Seattle,West,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,3,0.0,74.8098
CA-2015-128860,6/29/2015,Standard Class,Steven Cartwright,Consumer,United States,Lancaster,East,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",20.104,1,0.2,1.7591
CA-2017-107874,11/21/2017,Standard Class,Scott Williamson,Consumer,United States,New York City,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,27.42,1,0.0,11.2422
CA-2017-129378,10/1/2017,First Class,Neola Schneider,Consumer,United States,San Jose,West,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.608,4,0.2,9.5032
CA-2015-131884,12/6/2015,Same Day,Dennis Kane,Consumer,United States,Marion,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,70.686,1,0.3,-24.2352
CA-2016-106383,3/19/2016,Second Class,Bobby Trafton,Consumer,United States,Littleton,West,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72.294,1,0.7,-98.8018
CA-2016-139157,10/1/2016,Standard Class,Greg Matthias,Consumer,United States,New York City,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",330.588,1,0.4,-115.7058
CA-2017-157091,6/26/2017,Standard Class,Denny Blanton,Consumer,United States,La Porte,Central,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,5,0.0,31.587
CA-2017-166849,4/20/2017,Standard Class,Sanjit Jacobs,Home Office,United States,Chicago,Central,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,44.4,2,0.6,-52.17
CA-2016-164091,9/17/2016,Standard Class,Laura Armstrong,Corporate,United States,Bangor,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0.0,33.9388
CA-2017-105214,6/16/2017,First Class,Troy Staebel,Consumer,United States,San Francisco,West,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,7,0.2,90.972
CA-2017-122994,2/6/2017,First Class,Mark Van Huff,Consumer,United States,Arlington,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",359.97,3,0.0,79.1934
CA-2015-142944,3/6/2015,Standard Class,John Lucas,Consumer,United States,San Francisco,West,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,435.26,7,0.0,95.7572
CA-2014-157882,10/3/2014,Second Class,Allen Rosenblatt,Corporate,United States,Los Angeles,West,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,143.432,1,0.2,3.5858
CA-2014-157882,10/3/2014,Second Class,Allen Rosenblatt,Corporate,United States,Los Angeles,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,0.2,13.7646
CA-2014-104283,6/27/2014,Standard Class,Liz MacKendrick,Consumer,United States,Southaven,South,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,85.98,1,0.0,22.3548
CA-2017-142622,10/30/2017,First Class,Jim Karlsson,Consumer,United States,Seattle,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,97.568,2,0.2,-6.098
CA-2017-142622,10/30/2017,First Class,Jim Karlsson,Consumer,United States,Seattle,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,614.272,8,0.2,-23.0352
CA-2017-142622,10/30/2017,First Class,Jim Karlsson,Consumer,United States,Seattle,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,199.98,2,0.0,37.9962
CA-2017-115154,1/8/2017,First Class,Ricardo Sperren,Corporate,United States,Seattle,West,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,892.98,2,0.0,80.3682
CA-2015-149342,4/20/2015,Standard Class,Theresa Swint,Corporate,United States,Columbus,South,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,6,0.0,297.69
CA-2017-127929,12/23/2017,Standard Class,Filia McAdams,Corporate,United States,Middletown,East,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",181.95,3,0.0,38.2095
CA-2015-113145,11/1/2015,Standard Class,Valerie Dominguez,Consumer,United States,New York City,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",259.7,5,0.0,106.477
CA-2017-157931,9/17/2017,Second Class,Meg O'Connel,Home Office,United States,Roswell,South,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,723.92,4,0.0,188.2192
CA-2016-115574,12/23/2016,First Class,Ben Peterman,Corporate,United States,Chicago,Central,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",141.372,2,0.3,-14.1372
US-2017-120418,6/11/2017,First Class,Becky Castell,Home Office,United States,Peoria,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,280.792,1,0.2,35.099
CA-2017-122035,7/20/2017,Standard Class,Elizabeth Moffitt,Corporate,United States,Sioux Falls,Central,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,182.94,3,0.0,27.441
CA-2015-105102,9/15/2015,Second Class,Brendan Murry,Corporate,United States,New York City,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",46.384,1,0.2,1.1596
US-2015-147739,12/25/2015,Standard Class,Justin Deggeller,Corporate,United States,Philadelphia,East,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,547.136,4,0.2,-68.392
US-2014-143231,12/31/2014,First Class,Gary Mitchum,Home Office,United States,Franklin,East,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,63.2,5,0.0,23.384
CA-2016-159373,3/13/2016,Standard Class,Liz Thompson,Consumer,United States,San Antonio,Central,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,557.585,5,0.3,0.0
CA-2015-111514,8/31/2015,First Class,Scott Cohen,Corporate,United States,San Francisco,West,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.831,7,0.15,200.9546
US-2014-148838,3/17/2014,Standard Class,Christine Phan,Corporate,United States,New York City,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1579.746,7,0.4,-447.5947
US-2014-148838,3/17/2014,Standard Class,Christine Phan,Corporate,United States,New York City,East,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,1071.576,4,0.4,-553.6476
US-2014-148838,3/17/2014,Standard Class,Christine Phan,Corporate,United States,New York City,East,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",613.908,3,0.4,-122.7816
US-2016-108637,3/13/2016,Standard Class,Adam Bellavance,Home Office,United States,Waynesboro,South,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",127.88,2,0.0,40.9216
CA-2014-102295,11/24/2014,Second Class,Erica Hackney,Consumer,United States,Sacramento,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",120.712,1,0.2,-18.1068
US-2016-129469,9/23/2016,Standard Class,Kelly Lampkin,Corporate,United States,Fairfield,East,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",532.704,6,0.2,-26.6352
CA-2016-159940,7/7/2016,Second Class,Barry Franzsisch,Corporate,United States,Aurora,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,60.288,8,0.6,-27.1296
CA-2016-159940,7/7/2016,Second Class,Barry Franzsisch,Corporate,United States,Aurora,Central,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,253.372,2,0.3,-14.4784
CA-2016-118052,5/6/2016,Standard Class,Brad Eason,Home Office,United States,Lorain,East,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,54.712,7,0.2,11.6263
US-2015-127040,12/6/2015,Standard Class,Speros Goranitis,Consumer,United States,New York City,East,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",113.92,4,0.0,42.1504
US-2016-110170,9/27/2016,Standard Class,Harry Marie,Corporate,United States,Huntsville,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6648,7,0.32,-225.0976
CA-2017-155985,3/23/2017,First Class,Bill Eplett,Home Office,United States,San Francisco,West,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,211.84,8,0.0,76.2624
CA-2014-151295,11/12/2014,Standard Class,Joseph Airdo,Consumer,United States,Los Angeles,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,629.064,3,0.2,31.4532
CA-2016-156300,12/29/2016,Standard Class,Troy Blackwell,Consumer,United States,Milwaukee,Central,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",754.45,5,0.0,60.356
CA-2015-146087,7/6/2015,Standard Class,Paul Prost,Home Office,United States,Holyoke,East,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,301.96,2,0.0,60.392
US-2017-147669,12/25/2017,Standard Class,Susan Vittorini,Consumer,United States,Fairfield,East,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,273.06,2,0.4,-104.673
CA-2016-169922,6/11/2016,Standard Class,Mary Zewe,Corporate,United States,Arlington,Central,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",12.544,7,0.6,-9.0944
CA-2017-129805,12/28/2017,Standard Class,Harry Marie,Corporate,United States,Seattle,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,7.4,2,0.0,3.034
CA-2014-148586,3/25/2014,Standard Class,Annie Zypern,Consumer,United States,New York City,East,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",366.786,7,0.1,65.2064
CA-2017-140053,7/3/2017,Standard Class,Christina Anderson,Consumer,United States,Farmington,West,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85,9,0.0,114.6285
CA-2014-164210,11/18/2014,Second Class,Pierre Wener,Consumer,United States,Louisville,West,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,145.98,2,0.5,-99.2664
CA-2017-139948,7/17/2017,Standard Class,Shaun Weien,Consumer,United States,Tampa,South,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",7.904,2,0.2,2.1736
CA-2016-146934,5/22/2016,Standard Class,Art Ferguson,Consumer,United States,Passaic,East,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,174.286,2,0.3,-19.9184
CA-2016-119165,10/31/2016,Standard Class,Bill Donatelli,Consumer,United States,Philadelphia,East,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,492.835,5,0.3,-14.081
US-2016-135923,1/22/2016,Standard Class,Carlos Meador,Consumer,United States,Fayetteville,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,14.272,8,0.2,4.2816
US-2016-135923,1/22/2016,Standard Class,Carlos Meador,Consumer,United States,Fayetteville,South,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",451.136,4,0.2,-67.6704
CA-2016-114972,11/3/2016,First Class,Phillip Flathmann,Consumer,United States,Los Angeles,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,217.584,2,0.2,-29.9178
CA-2017-102750,9/4/2017,Second Class,Greg Maxwell,Corporate,United States,Los Angeles,West,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352,3,0.2,-99.1764
CA-2017-126067,8/28/2017,Standard Class,Kristina Nunn,Home Office,United States,Seattle,West,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75,5,0.0,250.305
CA-2016-146206,9/10/2016,Second Class,Kean Thornton,Consumer,United States,Houston,Central,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,300.93,5,0.3,-34.392
CA-2014-136644,6/16/2014,Standard Class,Sonia Cooley,Consumer,United States,Mishawaka,Central,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",647.84,8,0.0,32.392
CA-2014-143917,7/25/2014,Second Class,Ken Lonsdale,Consumer,United States,San Francisco,West,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,77.92,8,0.0,34.2848
CA-2016-124506,11/11/2016,Standard Class,Brenda Bowman,Corporate,United States,Chicago,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,47.992,2,0.3,-2.0568
